,cate,cate_flag,price_9,price_8,price_7,price_6,price_5,price_4,price_3,price_2,price_1,amount_7,amount_6,amount_5,amount_4,amount_3,amount_2,amount_1,wt_7,wt_6,wt_5,wt_4,wt_3,wt_2,wt_1,date
2159,冬瓜,14,7.459291368262344,6.379740121983558,4.338826366559486,5.626925653047555,5.094292180035204,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,323.85,336.04,810.4000000000003,503.33,267.41,311.87999999999994,420.4,74.64,59.72,159.08,101.86,57.36,62.32,88.04,2020-09-21
2185,冬瓜,14,6.379740121983558,4.338826366559486,5.626925653047555,5.094292180035204,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,336.04,810.4000000000003,503.33,267.41,311.87999999999994,420.4,228.37,59.72,159.08,101.86,57.36,62.32,88.04,35.02,2020-09-22
2211,冬瓜,14,4.338826366559486,5.626925653047555,5.094292180035204,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,810.4000000000003,503.33,267.41,311.87999999999994,420.4,228.37,272.14,159.08,101.86,57.36,62.32,88.04,35.02,39.36,2020-09-23
2237,冬瓜,14,5.626925653047555,5.094292180035204,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,503.33,267.41,311.87999999999994,420.4,228.37,272.14,247.38,101.86,57.36,62.32,88.04,35.02,39.36,44.88,2020-09-24
2263,冬瓜,14,5.094292180035204,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,267.41,311.87999999999994,420.4,228.37,272.14,247.38,989.3900000000003,57.36,62.32,88.04,35.02,39.36,44.88,171.78,2020-09-25
2289,冬瓜,14,4.941390143333988,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,311.87999999999994,420.4,228.37,272.14,247.38,989.3900000000003,585.7200000000003,62.32,88.04,35.02,39.36,44.88,171.78,140.82,2020-09-26
2315,冬瓜,14,4.661959553695956,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,420.4,228.37,272.14,247.38,989.3900000000003,585.7200000000003,298.10000000000014,88.04,35.02,39.36,44.88,171.78,140.82,65.2,2020-09-27
2341,冬瓜,14,5.004492939666238,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,228.37,272.14,247.38,989.3900000000003,585.7200000000003,298.10000000000014,349.18000000000006,35.02,39.36,44.88,171.78,140.82,65.2,57.96,2020-09-28
2367,冬瓜,14,4.775102226260791,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,272.14,247.38,989.3900000000003,585.7200000000003,298.10000000000014,349.18000000000006,567.02,39.36,44.88,171.78,140.82,65.2,57.96,83.54,2020-09-29
2393,冬瓜,14,6.521130782410051,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,247.38,989.3900000000003,585.7200000000003,298.10000000000014,349.18000000000006,567.02,412.63999999999993,44.88,171.78,140.82,65.2,57.96,83.54,61.62,2020-09-30
2419,冬瓜,14,6.9141260162601625,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,989.3900000000003,585.7200000000003,298.10000000000014,349.18000000000006,567.02,412.63999999999993,302.1,171.78,140.82,65.2,57.96,83.54,61.62,55.04,2020-10-01
2445,冬瓜,14,5.512032085561499,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,585.7200000000003,298.10000000000014,349.18000000000006,567.02,412.63999999999993,302.1,296.5900000000001,140.82,65.2,57.96,83.54,61.62,55.04,72.24,2020-10-02
2471,冬瓜,14,5.759634416113635,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,298.10000000000014,349.18000000000006,567.02,412.63999999999993,302.1,296.5900000000001,230.35,65.2,57.96,83.54,61.62,55.04,72.24,52.78,2020-10-03
2497,冬瓜,14,4.159352364720922,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,349.18000000000006,567.02,412.63999999999993,302.1,296.5900000000001,230.35,287.02,57.96,83.54,61.62,55.04,72.24,52.78,49.48,2020-10-04
2523,冬瓜,14,4.572085889570553,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,567.02,412.63999999999993,302.1,296.5900000000001,230.35,287.02,275.49,83.54,61.62,55.04,72.24,52.78,49.48,67.32,2020-10-05
2549,冬瓜,14,6.024499654934439,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,412.63999999999993,302.1,296.5900000000001,230.35,287.02,275.49,394.67,61.62,55.04,72.24,52.78,49.48,67.32,113.76,2020-10-06
2575,冬瓜,14,6.787407230069428,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,302.1,296.5900000000001,230.35,287.02,275.49,394.67,364.33,55.04,72.24,52.78,49.48,67.32,113.76,54.48,2020-10-07
2601,冬瓜,14,6.696527101590393,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,296.5900000000001,230.35,287.02,275.49,394.67,364.33,375.95,72.24,52.78,49.48,67.32,113.76,54.48,78.34,2020-10-08
2627,冬瓜,14,5.488735465116278,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,230.35,287.02,275.49,394.67,364.33,375.95,378.7,52.78,49.48,67.32,113.76,54.48,78.34,79.56,2020-10-09
2653,冬瓜,14,4.1056201550387605,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,287.02,275.49,394.67,364.33,375.95,378.7,323.1,49.48,67.32,113.76,54.48,78.34,79.56,54.16,2020-10-10
2679,冬瓜,14,4.364342553997727,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,275.49,394.67,364.33,375.95,378.7,323.1,353.7800000000001,67.32,113.76,54.48,78.34,79.56,54.16,62.42,2020-10-11
2705,冬瓜,14,5.800727566693613,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,394.67,364.33,375.95,378.7,323.1,353.7800000000001,276.51,113.76,54.48,78.34,79.56,54.16,62.42,48.62,2020-10-12
2731,冬瓜,14,4.0922459893048115,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,364.33,375.95,378.7,323.1,353.7800000000001,276.51,133.45000000000002,54.48,78.34,79.56,54.16,62.42,48.62,28.76,2020-10-13
2757,冬瓜,14,3.4693213783403656,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,375.95,378.7,323.1,353.7800000000001,276.51,133.45000000000002,652.3399999999998,78.34,79.56,54.16,62.42,48.62,28.76,70.94,2020-10-14
2783,冬瓜,14,6.687408223201176,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,378.7,323.1,353.7800000000001,276.51,133.45000000000002,652.3399999999998,174.06000000000003,79.56,54.16,62.42,48.62,28.76,70.94,40.38,2020-10-15
2809,冬瓜,14,4.798953280571866,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,323.1,353.7800000000001,276.51,133.45000000000002,652.3399999999998,174.06000000000003,637.7000000000003,54.16,62.42,48.62,28.76,70.94,40.38,150.2,2020-10-16
2835,冬瓜,14,4.759929612870789,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,353.7800000000001,276.51,133.45000000000002,652.3399999999998,174.06000000000003,637.7000000000003,547.06,62.42,48.62,28.76,70.94,40.38,150.2,95.24,2020-10-17
2861,冬瓜,14,5.965657311669129,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,276.51,133.45000000000002,652.3399999999998,174.06000000000003,637.7000000000003,547.06,327.58999999999986,48.62,28.76,70.94,40.38,150.2,95.24,54.98,2020-10-18
2887,冬瓜,14,5.667734700416533,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,133.45000000000002,652.3399999999998,174.06000000000003,637.7000000000003,547.06,327.58999999999986,330.8300000000001,28.76,70.94,40.38,150.2,95.24,54.98,71.18,2020-10-19
2913,冬瓜,14,5.68716577540107,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,652.3399999999998,174.06000000000003,637.7000000000003,547.06,327.58999999999986,330.8300000000001,210.43000000000004,70.94,40.38,150.2,95.24,54.98,71.18,62.2,2020-10-20
2939,冬瓜,14,4.6401251738525735,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,174.06000000000003,637.7000000000003,547.06,327.58999999999986,330.8300000000001,210.43000000000004,396.1,40.38,150.2,95.24,54.98,71.18,62.2,56.76,2020-10-21
2965,冬瓜,14,9.19565830279109,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,637.7000000000003,547.06,327.58999999999986,330.8300000000001,210.43000000000004,396.1,167.32,150.2,95.24,54.98,71.18,62.2,56.76,42.42,2020-10-22
2991,冬瓜,14,4.3105497771173855,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,547.06,327.58999999999986,330.8300000000001,210.43000000000004,396.1,167.32,306.4600000000001,95.24,54.98,71.18,62.2,56.76,42.42,81.8,2020-10-23
3017,冬瓜,14,4.245672436751001,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,327.58999999999986,330.8300000000001,210.43000000000004,396.1,167.32,306.4600000000001,577.0800000000003,54.98,71.18,62.2,56.76,42.42,81.8,148.24,2020-10-24
3043,冬瓜,14,5.744015119697607,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,330.8300000000001,210.43000000000004,396.1,167.32,306.4600000000001,577.0800000000003,608.81,71.18,62.2,56.76,42.42,81.8,148.24,134.48,2020-10-25
3069,冬瓜,14,5.95834849036013,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,210.43000000000004,396.1,167.32,306.4600000000001,577.0800000000003,608.81,211.21,62.2,56.76,42.42,81.8,148.24,134.48,64.94,2020-10-26
3095,冬瓜,14,4.647794324248385,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,396.1,167.32,306.4600000000001,577.0800000000003,608.81,211.21,262.5,56.76,42.42,81.8,148.24,134.48,64.94,45.66,2020-10-27
3121,冬瓜,14,3.383118971061094,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,167.32,306.4600000000001,577.0800000000003,608.81,211.21,262.5,271.01,42.42,81.8,148.24,134.48,64.94,45.66,44.72,2020-10-28
3147,冬瓜,14,6.978505990133897,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,306.4600000000001,577.0800000000003,608.81,211.21,262.5,271.01,158.71,81.8,148.24,134.48,64.94,45.66,44.72,36.02,2020-10-29
3173,冬瓜,14,3.944365865157944,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,577.0800000000003,608.81,211.21,262.5,271.01,158.71,331.67,148.24,134.48,64.94,45.66,44.72,36.02,73.26,2020-10-30
3199,冬瓜,14,3.746454767726162,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,608.81,211.21,262.5,271.01,158.71,331.67,99.95000000000002,134.48,64.94,45.66,44.72,36.02,73.26,24.4,2020-10-31
3225,冬瓜,14,3.8928764166216947,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,211.21,262.5,271.01,158.71,331.67,99.95000000000002,830.7800000000003,64.94,45.66,44.72,36.02,73.26,24.4,188.92,2020-11-01
3251,冬瓜,14,4.527141582391434,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,262.5,271.01,158.71,331.67,99.95000000000002,830.7800000000003,194.38,45.66,44.72,36.02,73.26,24.4,188.92,42.78,2020-11-02
3277,冬瓜,14,3.252386818601786,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,271.01,158.71,331.67,99.95000000000002,830.7800000000003,194.38,371.91000000000014,44.72,36.02,73.26,24.4,188.92,42.78,81.74,2020-11-03
3303,冬瓜,14,5.7490144546649145,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,158.71,331.67,99.95000000000002,830.7800000000003,194.38,371.91000000000014,662.1,36.02,73.26,24.4,188.92,42.78,81.74,135.04,2020-11-04
3329,冬瓜,14,6.06015205724508,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,331.67,99.95000000000002,830.7800000000003,194.38,371.91000000000014,662.1,273.18999999999994,73.26,24.4,188.92,42.78,81.74,135.04,51.96,2020-11-05
3355,冬瓜,14,4.406163242642976,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,99.95000000000002,830.7800000000003,194.38,371.91000000000014,662.1,273.18999999999994,663.6100000000004,24.4,188.92,42.78,81.74,135.04,51.96,155.66,2020-11-06
3381,冬瓜,14,4.527300027300028,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,830.7800000000003,194.38,371.91000000000014,662.1,273.18999999999994,663.6100000000004,421.15,188.92,42.78,81.74,135.04,51.96,155.66,72.72,2020-11-07
3407,冬瓜,14,4.096311475409837,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,194.38,371.91000000000014,662.1,273.18999999999994,663.6100000000004,421.15,435.96,42.78,81.74,135.04,51.96,155.66,72.72,95.5,2020-11-08
3433,冬瓜,14,4.3975227609570195,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,371.91000000000014,662.1,273.18999999999994,663.6100000000004,421.15,435.96,321.5900000000001,81.74,135.04,51.96,155.66,72.72,95.5,62.9,2020-11-09
3459,冬瓜,14,4.543712014960263,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,662.1,273.18999999999994,663.6100000000004,421.15,435.96,321.5900000000001,194.6,135.04,51.96,155.66,72.72,95.5,62.9,32.52,2020-11-10
3485,冬瓜,14,4.5499143626131655,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,273.18999999999994,663.6100000000004,421.15,435.96,321.5900000000001,194.6,1313.0599999999993,51.96,155.66,72.72,95.5,62.9,32.52,253.28,2020-11-11
3511,冬瓜,14,4.902991706161138,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,663.6100000000004,421.15,435.96,321.5900000000001,194.6,1313.0599999999993,214.47000000000003,155.66,72.72,95.5,62.9,32.52,253.28,43.04,2020-11-12
3537,冬瓜,14,5.257698229407235,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,421.15,435.96,321.5900000000001,194.6,1313.0599999999993,214.47000000000003,80.63,72.72,95.5,62.9,32.52,253.28,43.04,22.56,2020-11-13
3563,冬瓜,14,4.263201850186306,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,435.96,321.5900000000001,194.6,1313.0599999999993,214.47000000000003,80.63,157.8,95.5,62.9,32.52,253.28,43.04,22.56,41.7,2020-11-14
3589,冬瓜,14,5.791391639163916,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,321.5900000000001,194.6,1313.0599999999993,214.47000000000003,80.63,157.8,289.72,62.9,32.52,253.28,43.04,22.56,41.7,68.24,2020-11-15
3615,冬瓜,14,4.565026178010472,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,194.6,1313.0599999999993,214.47000000000003,80.63,157.8,289.72,250.61,32.52,253.28,43.04,22.56,41.7,68.24,43.44,2020-11-16
3641,冬瓜,14,5.1127186009538965,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,1313.0599999999993,214.47000000000003,80.63,157.8,289.72,250.61,630.2199999999998,253.28,43.04,22.56,41.7,68.24,43.44,93.18,2020-11-17
3667,冬瓜,14,5.984009840098403,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,214.47000000000003,80.63,157.8,289.72,250.61,630.2199999999998,252.08,43.04,22.56,41.7,68.24,43.44,93.18,52.2,2020-11-18
3693,冬瓜,14,5.18422299431459,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,80.63,157.8,289.72,250.61,630.2199999999998,252.08,409.94,22.56,41.7,68.24,43.44,93.18,52.2,56.44,2020-11-19
3719,冬瓜,14,4.98303903345725,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,157.8,289.72,250.61,630.2199999999998,252.08,409.94,213.55,41.7,68.24,43.44,93.18,52.2,56.44,42.04,2020-11-20
3745,冬瓜,14,3.5740248226950357,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,289.72,250.61,630.2199999999998,252.08,409.94,213.55,347.44000000000005,68.24,43.44,93.18,52.2,56.44,42.04,72.04,2020-11-21
3771,冬瓜,14,3.784172661870504,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,250.61,630.2199999999998,252.08,409.94,213.55,347.44000000000005,192.54,43.44,93.18,52.2,56.44,42.04,72.04,38.74,2020-11-22
3797,冬瓜,14,4.245603751465416,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,630.2199999999998,252.08,409.94,213.55,347.44000000000005,192.54,198.45,93.18,52.2,56.44,42.04,72.04,38.74,35.8,2020-11-23
3823,冬瓜,14,5.769106813996316,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,252.08,409.94,213.55,347.44000000000005,192.54,198.45,182.68,52.2,56.44,42.04,72.04,38.74,35.8,38.06,2020-11-24
3849,冬瓜,14,6.763468555484009,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,409.94,213.55,347.44000000000005,192.54,198.45,182.68,67.3,56.44,42.04,72.04,38.74,35.8,38.06,14.32,2020-11-25
3875,冬瓜,14,4.829118773946361,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,213.55,347.44000000000005,192.54,198.45,182.68,67.3,146.45999999999995,42.04,72.04,38.74,35.8,38.06,14.32,37.98,2020-11-26
3901,冬瓜,14,7.263288447909282,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,347.44000000000005,192.54,198.45,182.68,67.3,146.45999999999995,680.8899999999994,72.04,38.74,35.8,38.06,14.32,37.98,147.98,2020-11-27
3927,冬瓜,14,5.0796860133206465,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,192.54,198.45,182.68,67.3,146.45999999999995,680.8899999999994,728.3099999999997,38.74,35.8,38.06,14.32,37.98,147.98,174.62,2020-11-28
3953,冬瓜,14,4.822876179900057,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,198.45,182.68,67.3,146.45999999999995,680.8899999999994,728.3099999999997,216.46,35.8,38.06,14.32,37.98,147.98,174.62,60.34,2020-11-29
3979,冬瓜,14,4.970056788848735,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,182.68,67.3,146.45999999999995,680.8899999999994,728.3099999999997,216.46,156.12,38.06,14.32,37.98,147.98,174.62,60.34,33.84,2020-11-30
4005,冬瓜,14,5.543296089385475,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,67.3,146.45999999999995,680.8899999999994,728.3099999999997,216.46,156.12,264.94,14.32,37.98,147.98,174.62,60.34,33.84,41.48,2020-12-01
4031,冬瓜,14,4.799789805570152,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,146.45999999999995,680.8899999999994,728.3099999999997,216.46,156.12,264.94,179.43,37.98,147.98,174.62,60.34,33.84,41.48,32.98,2020-12-02
4057,冬瓜,14,4.699720670391061,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,680.8899999999994,728.3099999999997,216.46,156.12,264.94,179.43,66.44,147.98,174.62,60.34,33.84,41.48,32.98,25.72,2020-12-03
4083,冬瓜,14,3.8562401263823056,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,728.3099999999997,216.46,156.12,264.94,179.43,66.44,566.0400000000002,174.62,60.34,33.84,41.48,32.98,25.72,87.8,2020-12-04
4109,冬瓜,14,4.60122989593188,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,216.46,156.12,264.94,179.43,66.44,566.0400000000002,263.37,60.34,33.84,41.48,32.98,25.72,87.8,60.86,2020-12-05
4135,冬瓜,14,4.170828083839194,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,156.12,264.94,179.43,66.44,566.0400000000002,263.37,232.34,33.84,41.48,32.98,25.72,87.8,60.86,47.46,2020-12-06
4161,冬瓜,14,3.5873384156446795,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,264.94,179.43,66.44,566.0400000000002,263.37,232.34,382.71000000000015,41.48,32.98,25.72,87.8,60.86,47.46,81.02,2020-12-07
4187,冬瓜,14,4.613475177304965,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,179.43,66.44,566.0400000000002,263.37,232.34,382.71000000000015,230.77000000000004,32.98,25.72,87.8,60.86,47.46,81.02,52.9,2020-12-08
4213,冬瓜,14,6.387174541947926,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,66.44,566.0400000000002,263.37,232.34,382.71000000000015,230.77000000000004,192.44,25.72,87.8,60.86,47.46,81.02,52.9,46.8,2020-12-09
4239,冬瓜,14,5.44057004244997,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,566.0400000000002,263.37,232.34,382.71000000000015,230.77000000000004,192.44,127.48,87.8,60.86,47.46,81.02,52.9,46.8,30.62,2020-12-10
4265,冬瓜,14,2.5832037325038884,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,263.37,232.34,382.71000000000015,230.77000000000004,192.44,127.48,1745.3499999999924,60.86,47.46,81.02,52.9,46.8,30.62,411.26,2020-12-11
4291,冬瓜,14,6.446924829157177,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,232.34,382.71000000000015,230.77000000000004,192.44,127.48,1745.3499999999924,320.12,47.46,81.02,52.9,46.8,30.62,411.26,76.6,2020-12-12
4317,冬瓜,14,4.32747288859678,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,382.71000000000015,230.77000000000004,192.44,127.48,1745.3499999999924,320.12,306.45,81.02,52.9,46.8,30.62,411.26,76.6,60.76,2020-12-13
4343,冬瓜,14,4.8954909397387265,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,230.77000000000004,192.44,127.48,1745.3499999999924,320.12,306.45,167.98,52.9,46.8,30.62,411.26,76.6,60.76,43.34,2020-12-14
4369,冬瓜,14,4.723648481856333,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,192.44,127.48,1745.3499999999924,320.12,306.45,167.98,256.66,46.8,30.62,411.26,76.6,60.76,43.34,64.18,2020-12-15
4395,冬瓜,14,4.3623818525519855,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,127.48,1745.3499999999924,320.12,306.45,167.98,256.66,167.74,30.62,411.26,76.6,60.76,43.34,64.18,37.14,2020-12-16
